player_id,name,season,salary,team,position,draft_pick,draft_year
murraja01,Jamal Murray,2017-18,3355320,Denver Nuggets,Shooting Guard and Point Guard,7th overall,2016
muscami01,Mike Muscala,2017-18,5000000,Atlanta Hawks,Power Forward and Center,44th overall,2013
naderab01,Abdel Nader,2017-18,1167333,Boston Celtics,Small Forward,58th overall,2016
nancela02,Larry Nance Jr.,2017-18,1471382,Cleveland Cavaliers,Center and Power Forward,27th overall,2015
napiesh01,Shabazz Napier,2017-18,2361360,Portland Trail Blazers,Point Guard,24th overall,2014
nelsoja01,Jameer Nelson,2017-18,4736050,Denver Nuggets,Point Guard,20th overall,2004
nelsoja01,Jameer Nelson,2017-18,1429818,Detroit Pistons,Point Guard,20th overall,2004
netora01,Raul Neto,2017-18,1471382,Utah Jazz,Point Guard,47th overall,2013
nichoan01,Andrew Nicholson,2017-18,2844429,Portland Trail Blazers,Power Forward,19th overall,2012
noahjo01,Joakim Noah,2017-18,17765000,New York Knicks,Center,9th overall,2007
noelne01,Nerlens Noel,2017-18,4187599,Dallas Mavericks,Power Forward and Center,6th overall,2013
noguelu01,Lucas Nogueira,2017-18,2947305,Toronto Raptors,Center,16th overall,2013
nowitdi01,Dirk Nowitzki,2017-18,5000000,Dallas Mavericks,Power Forward and Center,9th overall,1998
ntilila01,Frank Ntilikina,2017-18,3501120,New York Knicks,Point Guard,8th overall,2017
nurkiju01,Jusuf Nurkic,2017-18,2947305,Portland Trail Blazers,Center,16th overall,2014
nwabada01,David Nwaba,2017-18,1312611,Chicago Bulls,Shooting Guard,,
obryajo01,Johnny O'Bryant,2017-18,1524305,New York Knicks,Power Forward,36th overall,2014
onealro01,Royce O'Neale,2017-18,815615,Utah Jazz,Small Forward,,
oquinky01,Kyle O'Quinn,2017-18,4087500,New York Knicks,Center and Power Forward,49th overall,2012
ochefda01,Daniel Ochefu,2017-18,50000,Washington Wizards,Center,,
ojelese01,Semi Ojeleye,2017-18,1291892,Boston Celtics,Power Forward,37th overall,2017
okafoem01,Emeka Okafor,2017-18,774914,New Orleans Pelicans,Power Forward and Center,2nd overall,2004
okafoja01,Jahlil Okafor,2017-18,4995120,Brooklyn Nets,Center,3rd overall,2015
oladivi01,Victor Oladipo,2017-18,21000000,Indiana Pacers,Shooting Guard and Point Guard,2nd overall,2013
olynyke01,Kelly Olynyk,2017-18,10607169,Miami Heat,Center and Power Forward,13th overall,2013
onuakch01,Chinanu Onuaku,2017-18,1312611,Houston Rockets,Center,37th overall,2016
osmande01,Cedi Osman,2017-18,2642857,Cleveland Cavaliers,Small Forward,31st overall,2015
oubreke01,Kelly Oubre Jr.,2017-18,2093040,Washington Wizards,Small Forward,15th overall,2015
pachuza01,Zaza Pachulia,2017-18,3477600,Golden State Warriors,Center,42nd overall,2003
papagge01,Georgios Papagiannis,2017-18,2301360,Sacramento Kings,Center,13th overall,2016
papagge01,Georgios Papagiannis,2017-18,259556,Portland Trail Blazers,Center,13th overall,2016
parkeja01,Jabari Parker,2017-18,6782392,Milwaukee Bucks,Power Forward,2nd overall,2014
parketo01,Tony Parker,2017-18,15453126,San Antonio Spurs,Point Guard,28th overall,2001
parsoch01,Chandler Parsons,2017-18,23112004,Memphis Grizzlies,Small Forward,38th overall,2011
pattepa01,Patrick Patterson,2017-18,5192000,Oklahoma City Thunder,Power Forward,14th overall,2010
pattoju01,Justin Patton,2017-18,2247480,Minnesota Timberwolves,Center,16th overall,2017
paulbr01,Brandon Paul,2017-18,815615,San Antonio Spurs,Shooting Guard,,
paulch01,Chris Paul,2017-18,24599495,Houston Rockets,Point Guard,4th overall,2005
payneca01,Cameron Payne,2017-18,2203440,Chicago Bulls,Point Guard,14th overall,2015
paytoel01,Elfrid Payton,2017-18,3332340,Phoenix Suns,Point Guard,10th overall,2014
perkike01,Kendrick Perkins,2017-18,13156,Cleveland Cavaliers,Center,27th overall,2003
piercpa01,Paul Pierce,2017-18,1096080,Los Angeles Clippers,Shooting Guard and Small Forward,10th overall,1998
pleisti01,Tibor Pleiss,2017-18,500000,Philadelphia 76ers,Center,31st overall,2010
plumlma01,Mason Plumlee,2017-18,14041096,Denver Nuggets,Center,22nd overall,2013
plumlmi01,Miles Plumlee,2017-18,12500000,Atlanta Hawks,Center,26th overall,2012
poeltja01,Jakob Poeltl,2017-18,2825640,Toronto Raptors,Center,9th overall,2016
pondequ01,Quincy Pondexter,2017-18,3853931,Chicago Bulls,Small Forward and Shooting Guard,26th overall,2010
porteot01,Otto Porter,2017-18,24773250,Washington Wizards,Small Forward,3rd overall,2013
portibo01,Bobby Portis,2017-18,1516320,Chicago Bulls,Power Forward,22nd overall,2015
porzikr01,Kristaps Porzingis,2017-18,4503600,New York Knicks,Power Forward,4th overall,2015
poweldw01,Dwight Powell,2017-18,9003125,Dallas Mavericks,Power Forward and Center,45th overall,2014
powelno01,Norman Powell,2017-18,1471382,Toronto Raptors,Shooting Guard,46th overall,2015
poythal01,Alex Poythress,2017-18,778668,Indiana Pacers,Power Forward,,
pricero01,Ronnie Price,2017-18,2442455,Oklahoma City Thunder,Point Guard and Shooting Guard,,
purviro01,Rodney Purvis,2017-18,161280,Orlando Magic,Shooting Guard,,
qizh01,Zhou Qi,2017-18,815615,Houston Rockets,Power Forward and Center,43rd overall,2016
quartti01,Tim Quarterman,2017-18,96406,Houston Rockets,Shooting Guard,,
rabbiv01,Ivan Rabb,2017-18,950000,Memphis Grizzlies,Power Forward,35th overall,2017
radulmi01,Miroslav Raduljica,2017-18,252043,Los Angeles Clippers,Center,,
randlju01,Julius Randle,2017-18,4149242,Los Angeles Lakers,Power Forward and Center,7th overall,2014
randoza01,Zach Randolph,2017-18,12307692,Sacramento Kings,Power Forward and Center,19th overall,2001
rathaxa01,Xavier Rathan-Mayes,2017-18,46080,Memphis Grizzlies,Shooting Guard,,
redicjj01,J.J. Redick,2017-18,23000000,Philadelphia 76ers,Shooting Guard and Point Guard,11th overall,2006
reedda01,Davon Reed,2017-18,815615,Phoenix Suns,Shooting Guard,32nd overall,2017
reedwi02,Willie Reed,2017-18,1471382,Chicago Bulls,Center,,
richajo01,Josh Richardson,2017-18,1471382,Miami Heat,Shooting Guard and Small Forward,40th overall,2015
richama01,Malachi Richardson,2017-18,1504560,Toronto Raptors,Shooting Guard,22nd overall,2016
riverau01,Austin Rivers,2017-18,11825000,Los Angeles Clippers,Point Guard and Shooting Guard,10th overall,2012
roberan03,Andre Roberson,2017-18,9259259,Oklahoma City Thunder,Shooting Guard and Small Forward,26th overall,2013
robingl02,Glenn Robinson III,2017-18,1524305,Indiana Pacers,Shooting Guard and Small Forward,40th overall,2014
rondora01,Rajon Rondo,2017-18,3300000,New Orleans Pelicans,Point Guard,21st overall,2006
rondora01,Rajon Rondo,2017-18,3000000,Chicago Bulls,Point Guard,21st overall,2006
rosede01,Derrick Rose,2017-18,1356709,Cleveland Cavaliers,Point Guard,1st overall,2008
rosede01,Derrick Rose,2017-18,749761,Utah Jazz,Point Guard,1st overall,2008
rosede01,Derrick Rose,2017-18,290951,Minnesota Timberwolves,Point Guard,1st overall,2008
rosste01,Terrence Ross,2017-18,10500000,Orlando Magic,Small Forward and Shooting Guard,8th overall,2012
roziete01,Terry Rozier,2017-18,1988520,Boston Celtics,Point Guard,16th overall,2015
rubiori01,Ricky Rubio,2017-18,14275000,Utah Jazz,Point Guard,5th overall,2009
rushbr01,Brandon Rush,2017-18,83129,Portland Trail Blazers,Shooting Guard and Small Forward,13th overall,2008
russeda01,D'Angelo Russell,2017-18,5562360,Brooklyn Nets,Point Guard,2nd overall,2015
sabondo01,Domantas Sabonis,2017-18,2550000,Indiana Pacers,Center and Power Forward,11th overall,2016
sandela01,Larry Sanders,2017-18,1865547,Milwaukee Bucks,Power Forward and Center,15th overall,2010
saricda01,Dario Saric,2017-18,2422560,Philadelphia 76ers,Power Forward,12th overall,2014
satorto01,Tomas Satoransky,2017-18,3000000,Washington Wizards,Shooting Guard and Point Guard,32nd overall,2012
schrode01,Dennis Schroder,2017-18,15500000,Atlanta Hawks,Point Guard,17th overall,2013
scottmi01,Mike Scott,2017-18,1471382,Washington Wizards,Power Forward,43rd overall,2012
sefolth01,Thabo Sefolosha,2017-18,5250000,Utah Jazz,Small Forward and Shooting Guard,13th overall,2006
seldewa01,Wayne Selden,2017-18,1312611,Memphis Grizzlies,Shooting Guard,,
sessira01,Ramon Sessions,2017-18,1471382,New York Knicks,Point Guard and Shooting Guard,56th overall,2007
sessira01,Ramon Sessions,2017-18,390706,Washington Wizards,Point Guard and Shooting Guard,56th overall,2007
shumpim01,Iman Shumpert,2017-18,10337079,Sacramento Kings,Shooting Guard and Point Guard,17th overall,2011
siakapa01,Pascal Siakam,2017-18,1312611,Toronto Raptors,Power Forward,27th overall,2016
silasxa01,Xavier Silas,2017-18,74159,Boston Celtics,Shooting Guard,,
simmobe01,Ben Simmons,2017-18,6168840,Philadelphia 76ers,Point Guard,1st overall,2016
simmojo02,Jonathon Simmons,2017-18,6300000,Orlando Magic,Shooting Guard and Small Forward,,
singlky01,Kyle Singler,2017-18,4666500,Oklahoma City Thunder,Small Forward,33rd overall,2011
smartma01,Marcus Smart,2017-18,4538020,Boston Celtics,Shooting Guard and Point Guard,6th overall,2014
smithde03,Dennis Smith Jr.,2017-18,3218280,Dallas Mavericks,Point Guard,9th overall,2017
smithis01,Ish Smith,2017-18,6000000,Detroit Pistons,Point Guard,,
smithjr01,J.R. Smith,2017-18,13760000,Cleveland Cavaliers,Small Forward and Shooting Guard,18th overall,2004
smithja02,Jason Smith,2017-18,5225000,Washington Wizards,Center and Power Forward,20th overall,2007
smithjo03,Josh Smith,2017-18,5331729,Detroit Pistons,Small Forward and Power Forward,17th overall,2004
smithjo03,Josh Smith,2017-18,210500,New Orleans Pelicans,Small Forward and Power Forward,17th overall,2004
snellto01,Tony Snell,2017-18,9821429,Milwaukee Bucks,Shooting Guard and Small Forward,20th overall,2013
speigma01,Marreese Speights,2017-18,1471382,Orlando Magic,Power Forward and Center,16th overall,2008
stausni01,Nik Stauskas,2017-18,3807147,Brooklyn Nets,Shooting Guard,8th overall,2014
stephla01,Lance Stephenson,2017-18,4180000,Indiana Pacers,Small Forward and Shooting Guard,40th overall,2010
stockda01,David Stockton,2017-18,192813,Utah Jazz,Point Guard,,
stonedi01,Diamond Stone,2017-18,1312611,Atlanta Hawks,Center,40th overall,2016
stonedi01,Diamond Stone,2017-18,50000,Chicago Bulls,Center,40th overall,2016
stoneju01,Julyan Stone,2017-18,1524305,Charlotte Hornets,Point Guard and Shooting Guard,,
swanica01,Caleb Swanigan,2017-18,1465920,Portland Trail Blazers,Power Forward,26th overall,2017
tatumja01,Jayson Tatum,2017-18,5645400,Boston Celtics,Small Forward,3rd overall,2017
taylois01,Isaiah Taylor,2017-18,1312611,Atlanta Hawks,Point Guard,,
teaguje01,Jeff Teague,2017-18,19000000,Minnesota Timberwolves,Point Guard,19th overall,2009
teaguma01,Marquis Teague,2017-18,157945,Memphis Grizzlies,Point Guard and Shooting Guard,29th overall,2012
teletmi01,Mirza Teletovic,2017-18,10500000,Milwaukee Bucks,Small Forward and Power Forward,,
templga01,Garrett Temple,2017-18,8000000,Sacramento Kings,Point Guard and Small Forward and Shooting Guard,,
teodomi01,Milos Teodosic,2017-18,6000000,Los Angeles Clippers,Point Guard,,
terryja01,Jason Terry,2017-18,1471382,Milwaukee Bucks,Point Guard and Shooting Guard,10th overall,1999
theisda01,Daniel Theis,2017-18,815615,Boston Celtics,Center,,
thomais02,Isaiah Thomas,2017-18,6261395,Los Angeles Lakers,Point Guard and Shooting Guard,60th overall,2011
thomala01,Lance Thomas,2017-18,6655325,New York Knicks,Power Forward and Small Forward,,
thompja02,Jason Thompson,2017-18,945126,Golden State Warriors,Power Forward and Center,12th overall,2008
thompkl01,Klay Thompson,2017-18,17826150,Golden State Warriors,Shooting Guard,11th overall,2011
thomptr01,Tristan Thompson,2017-18,16400000,Cleveland Cavaliers,Power Forward and Center,4th overall,2011
thornsi01,Sindarius Thornwell,2017-18,815615,Los Angeles Clippers,Shooting Guard,48th overall,2017
tollian01,Anthony Tolliver,2017-18,3290000,Detroit Pistons,Power Forward and Small Forward,,
tollian01,Anthony Tolliver,2017-18,2000000,Sacramento Kings,Power Forward and Small Forward,,
toupaax01,Axel Toupane,2017-18,25000,New Orleans Pelicans,Small Forward,,
townska01,Karl-Anthony Towns,2017-18,6216840,Minnesota Timberwolves,Center,1st overall,2015
tuckepj01,P.J. Tucker,2017-18,7590035,Houston Rockets,Small Forward and Shooting Guard and Power Forward,35th overall,2006
turneev01,Evan Turner,2017-18,17131148,Portland Trail Blazers,Small Forward and Shooting Guard and Point Guard,2nd overall,2010
turnemy01,Myles Turner,2017-18,2569920,Indiana Pacers,Center,11th overall,2015
udohek01,Ekpe Udoh,2017-18,3200000,Utah Jazz,Power Forward and Center,6th overall,2010
udrihbe01,Beno Udrih,2017-18,25000,Detroit Pistons,Shooting Guard and Point Guard,28th overall,2004
ulisty01,Tyler Ulis,2017-18,1312611,Phoenix Suns,Point Guard,34th overall,2016
uthofja01,Jarrod Uthoff,2017-18,7416,Indiana Pacers,Power Forward,,
valanjo01,Jonas Valanciunas,2017-18,15460675,Toronto Raptors,Center,5th overall,2011
valende01,Denzel Valentine,2017-18,2186400,Chicago Bulls,Shooting Guard,14th overall,2016
vanvlfr01,Fred VanVleet,2017-18,1312611,Toronto Raptors,Point Guard,,
varejan01,Anderson Varejao,2017-18,1913345,Portland Trail Blazers,Power Forward and Center,30th overall,2004
vaughra01,Rashad Vaughn,2017-18,1889040,New Orleans Pelicans,Shooting Guard,17th overall,2015
vaughra01,Rashad Vaughn,2017-18,166258,Orlando Magic,Shooting Guard,17th overall,2015
vonleno01,Noah Vonleh,2017-18,3505233,Chicago Bulls,Power Forward,9th overall,2014
vucevni01,Nikola Vucevic,2017-18,12250000,Orlando Magic,Center,16th overall,2011
wadedw01,Dwyane Wade,2017-18,15550000,Chicago Bulls,Point Guard and Shooting Guard,5th overall,2003
wadedw01,Dwyane Wade,2017-18,1471382,Miami Heat,Point Guard and Shooting Guard,5th overall,2003
waitedi01,Dion Waiters,2017-18,11000000,Miami Heat,Shooting Guard,4th overall,2012
walkeke02,Kemba Walker,2017-18,12000000,Charlotte Hornets,Point Guard,9th overall,2011
walljo01,John Wall,2017-18,18063850,Washington Wizards,Point Guard,1st overall,2010
princta02,Taurean Prince,2017-18,2422560,Atlanta Hawks,Small Forward,12th overall,2016
warneja01,Jameel Warney,2017-18,46080,Dallas Mavericks,Power Forward,,
warretj01,T.J. Warren,2017-18,3152931,Phoenix Suns,Small Forward,14th overall,2014
watsocj01,C.J. Watson,2017-18,333334,Orlando Magic,Point Guard,,
weartr01,Travis Wear,2017-18,296636,Los Angeles Lakers,Small Forward,,
webstma02,Martell Webster,2017-18,833333,Washington Wizards,Small Forward,6th overall,2005
westda01,David West,2017-18,1471382,Golden State Warriors,Small Forward and Center and Power Forward,18th overall,2003
westbru01,Russell Westbrook,2017-18,28530608,Oklahoma City Thunder,Point Guard,4th overall,2008
whitede01,Derrick White,2017-18,1404600,San Antonio Spurs,Point Guard,29th overall,2017
whiteok01,Okaro White,2017-18,1312611,Atlanta Hawks,Power Forward,,
whiteok01,Okaro White,2017-18,111238,Cleveland Cavaliers,Power Forward,,
whiteis01,Isaiah Whitehead,2017-18,1312611,Brooklyn Nets,Point Guard,42nd overall,2016
whiteha01,Hassan Whiteside,2017-18,23775506,Miami Heat,Center,33rd overall,2010
wiggian01,Andrew Wiggins,2017-18,7574322,Minnesota Timberwolves,Small Forward,1st overall,2014
wilkida02,Damien Wilkins,2017-18,1016617,Indiana Pacers,Shooting Guard and Small Forward,,
willial03,Alan Williams,2017-18,6000000,Phoenix Suns,Power Forward and Center,,
willide01,Deron Williams,2017-18,5474787,Brooklyn Nets,Point Guard,3rd overall,2005
willide02,Derrick Williams,2017-18,83129,Los Angeles Lakers,Power Forward and Small Forward,2nd overall,2011
willilo02,Lou Williams,2017-18,7000000,Los Angeles Clippers,Shooting Guard and Point Guard,45th overall,2005
willima02,Marvin Williams,2017-18,13168750,Charlotte Hornets,Power Forward and Small Forward,2nd overall,2005
willitr02,Troy Williams,2017-18,1471382,Houston Rockets,Small Forward,,
willitr02,Troy Williams,2017-18,370794,New York Knicks,Small Forward,,
wilsodj01,D.J. Wilson,2017-18,2135040,Milwaukee Bucks,Power Forward,17th overall,2017
winslju01,Justise Winslow,2017-18,2705040,Miami Heat,Power Forward and Small Forward,10th overall,2015
witheje01,Jeff Withey,2017-18,1577320,Dallas Mavericks,Center,39th overall,2013
wrighbr03,Brandan Wright,2017-18,5179760,Memphis Grizzlies,Center and Power Forward,8th overall,2007
wrighbr03,Brandan Wright,2017-18,490461,Houston Rockets,Center and Power Forward,8th overall,2007
wrighde01,Delon Wright,2017-18,1645200,Toronto Raptors,Point Guard,20th overall,2015
yabusgu01,Guerschon Yabusele,2017-18,2247480,Boston Celtics,Power Forward,16th overall,2016
youngjo01,Joe Young,2017-18,1471382,Indiana Pacers,Point Guard,43rd overall,2015
youngni01,Nick Young,2017-18,5192000,Golden State Warriors,Shooting Guard,16th overall,2007
youngth01,Thaddeus Young,2017-18,14796348,Indiana Pacers,Power Forward,12th overall,2007
zelleco01,Cody Zeller,2017-18,12584270,Charlotte Hornets,Center,4th overall,2013
zellety01,Tyler Zeller,2017-18,1709538,Milwaukee Bucks,Center,17th overall,2012
zipsepa01,Paul Zipser,2017-18,1312611,Chicago Bulls,Small Forward,48th overall,2016
zizican01,Ante Zizic,2017-18,1645200,Cleveland Cavaliers,Center,23rd overall,2016
zubaciv01,Ivica Zubac,2017-18,1312611,Los Angeles Lakers,Center,32nd overall,2016
