ID,Name,City,Region,Applied,Admitted,Enrolled
GUANGDONG EXPERIMENTAL HS694564,GUANGDONG EXPERIMENTAL HS,,,52,9,3
GUANGZHOU FOREIGN LANGUAGE SCH694356,GUANGZHOU FOREIGN LANGUAGE SCH,,,66,22,4
GULLIVER PREPARATORY SCHOOL100293,GULLIVER PREPARATORY SCHOOL,Miami,FL,16,12,3
HAIDIAN FOREIGN LANGUAGE ACAD694262,HAIDIAN FOREIGN LANGUAGE ACAD,,,55,11,3
HANGZHOU HS QIANJIANG CAMPUS694579,HANGZHOU HS QIANJIANG CAMPUS,,,23,5,3
HARKER SCHOOL53142,HARKER SCHOOL,San Jose,Santa Clara,180,87,4
HEALTH SCIENCES HIGH/MID COLL54201,HEALTH SCIENCES HIGH/MID COLL,San Diego,San Diego,22,10,3
HEFEI NO 1 HIGH SCHOOL694493,HEFEI NO 1 HIGH SCHOOL,,,70,24,3
HELIX HIGH SCHOOL51350,HELIX HIGH SCHOOL,La Mesa,San Diego,109,48,16
HEMET HIGH SCHOOL51165,HEMET HIGH SCHOOL,Hemet,Riverside,37,12,3
HENRY M GUNN SENIOR HIGH SCHL52347,HENRY M GUNN SENIOR HIGH SCHL,Palo Alto,Santa Clara,264,82,8
HERBERT HOOVER HIGH SCHOOL51060,HERBERT HOOVER HIGH SCHOOL,Glendale,Los Angeles,62,20,7
HERBERT HOOVER HIGH SCHOOL52850,HERBERT HOOVER HIGH SCHOOL,San Diego,San Diego,141,40,26
HERITAGE CHRISTIAN SCHOOL53358,HERITAGE CHRISTIAN SCHOOL,North Hills,Los Angeles,19,11,3
HERITAGE HIGH SCHOOL54141,HERITAGE HIGH SCHOOL,Menifee,Riverside,60,11,3
HESPERIA HIGH SCHOOL51168,HESPERIA HIGH SCHOOL,Hesperia,San Bernardino,30,13,3
HIGH SCH @RENMIN UNIV OF CHINA694270,HIGH SCH @RENMIN UNIV OF CHINA,,,242,85,10
HIGH TECH HIGH CHULA VISTA54313,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,50,25,8
HIGH TECH HIGH INTERNATIONAL53945,HIGH TECH HIGH INTERNATIONAL,San Diego,San Diego,33,13,4
HIGH TECH HIGH MEDIA ARTS54054,HIGH TECH HIGH MEDIA ARTS,San Diego,San Diego,30,16,6
HIGH TECH HIGH SCHOOL52951,HIGH TECH HIGH SCHOOL,San Diego,San Diego,30,13,4
HIGH TECH HIGH-NORTH COUNTY54219,HIGH TECH HIGH-NORTH COUNTY,San Marcos,San Diego,32,12,7
HIGHLAND HIGH SCHOOL52541,HIGHLAND HIGH SCHOOL,Palmdale,Los Angeles,29,8,5
HILLCREST HIGH SCHOOL54677,HILLCREST HIGH SCHOOL,Riverside,Riverside,50,16,5
HILLTOP HIGH SCHOOL50581,HILLTOP HIGH SCHOOL,Chula Vista,San Diego,52,27,15
HOMESTEAD HIGH SCHOOL53462,HOMESTEAD HIGH SCHOOL,Cupertino,Santa Clara,258,88,24
HUNTINGTON BEACH HIGH SCHOOL51220,HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach,Orange,139,41,8
IMPERIAL HIGH SCHOOL51240,IMPERIAL HIGH SCHOOL,Imperial,Imperial,27,18,7
INGLEWOOD HIGH SCHOOL51260,INGLEWOOD HIGH SCHOOL,Inglewood,Los Angeles,17,5,5
INTERNATIONAL POLYTECHNIC HS52508,INTERNATIONAL POLYTECHNIC HS,Pomona,Los Angeles,32,8,5
INTERNATIONAL SCHOOL BANGALORE671055,INTERNATIONAL SCHOOL BANGALORE,,,70,47,5
IRVINE HIGH SCHOOL51271,IRVINE HIGH SCHOOL,Irvine,Orange,177,65,17
IRVINGTON HIGH SCHOOL50968,IRVINGTON HIGH SCHOOL,Fremont,Alameda,295,115,29
ISLAND SCHOOL670122,ISLAND SCHOOL,,,9,5,3
JAMES A GARFIELD HIGH SCHOOL51635,JAMES A GARFIELD HIGH SCHOOL,Los Angeles,Los Angeles,106,33,5
JAMES LICK HIGH SCHOOL53090,JAMES LICK HIGH SCHOOL,San Jose,Santa Clara,26,10,5
JAMES LOGAN HIGH SCHOOL50969,JAMES LOGAN HIGH SCHOOL,Union City,Alameda,138,50,7
JAMES MADISON HIGH SCHOOL52853,JAMES MADISON HIGH SCHOOL,San Diego,San Diego,27,11,6
JINAN FOREIGN LANGUAGE SCHOOL694352,JINAN FOREIGN LANGUAGE SCHOOL,,,70,15,3
JOHN A ROWLAND HIGH SCHOOL52696,JOHN A ROWLAND HIGH SCHOOL,Rowland Heights,Los Angeles,101,33,14
JOHN BAPST MEMORIAL HS200055,JOHN BAPST MEMORIAL HS,Bangor,ME,12,6,3
JOHN BURROUGHS HIGH SCHOOL50400,JOHN BURROUGHS HIGH SCHOOL,Burbank,Los Angeles,92,42,8
JOHN F KENNEDY HIGH SCHOOL50379,JOHN F KENNEDY HIGH SCHOOL,La Palma,Orange,81,31,7
JOHN F KENNEDY HIGH SCHOOL51089,JOHN F KENNEDY HIGH SCHOOL,Granada Hills,Los Angeles,38,13,3
JOHN F KENNEDY HIGH SCHOOL52713,JOHN F KENNEDY HIGH SCHOOL,Sacramento,Sacramento,31,7,3
JOHN MARSHALL HIGH SCHOOL51650,JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,135,57,9
JOHN SWETT HIGH SCHOOL50710,JOHN SWETT HIGH SCHOOL,Crockett,Contra Costa,14,6,4
JOHN W NORTH HIGH SCHOOL52661,JOHN W NORTH HIGH SCHOOL,Riverside,Riverside,82,17,4
JSERRA CATHOLIC HIGH SCHOOL53197,JSERRA CATHOLIC HIGH SCHOOL,San Juan Capistrano,Orange,81,27,6
KANG CHIAO BILINGUAL SCHOOL694291,KANG CHIAO BILINGUAL SCHOOL,,,66,19,3
KANG CHIAO SCHOOL KUNSHAN694587,KANG CHIAO SCHOOL KUNSHAN,,,56,13,5
KEARNY COLLEGE CONNECTIONS53893,KEARNY COLLEGE CONNECTIONS,San Diego,San Diego,18,9,6
KEARNY ENG INNOV & DESIGN53217,KEARNY ENG INNOV & DESIGN,San Diego,San Diego,14,8,4
KENT SCHOOL70330,KENT SCHOOL,Kent,CT,29,21,5
KING DREW MAGNET HS MED/SCI51672,KING DREW MAGNET HS MED/SCI,Los Angeles,Los Angeles,87,34,16
KIPP KING COLLEGIATE HIGH SCH54231,KIPP KING COLLEGIATE HIGH SCH,San Lorenzo,Alameda,43,15,5
KISKI SCHOOL THE394365,KISKI SCHOOL THE,Saltsburg,PA,6,3,3
LA CANADA HIGH SCHOOL51312,LA CANADA HIGH SCHOOL,La Canada,Los Angeles,141,54,10
LA CENTER ENRICHED STUDIES51561,LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,66,21,4
LA COSTA CANYON HIGH SCHOOL50858,LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,88,40,7
LA JOLLA HIGH51335,LA JOLLA HIGH,La Jolla,San Diego,92,37,8
LA MIRADA HIGH SCHOOL51352,LA MIRADA HIGH SCHOOL,La Mirada,Los Angeles,34,13,3
LA PUENTE HIGH SCHOOL51359,LA PUENTE HIGH SCHOOL,La Puente,Los Angeles,17,4,3
LA QUINTA HIGH SCHOOL51328,LA QUINTA HIGH SCHOOL,La Quinta,Riverside,62,19,8
LA QUINTA HIGH SCHOOL53737,LA QUINTA HIGH SCHOOL,Westminster,Orange,182,63,12
LA SALLE HIGH SCHOOL52392,LA SALLE HIGH SCHOOL,Pasadena,Los Angeles,57,17,6
LA SIERRA HIGH SCHOOL52659,LA SIERRA HIGH SCHOOL,Riverside,Riverside,60,21,6
LAGUNA BEACH HIGH SCHOOL51320,LAGUNA BEACH HIGH SCHOOL,Laguna Beach,Orange,55,27,4
LAGUNA HILLS HIGH SCHOOL51369,LAGUNA HILLS HIGH SCHOOL,Laguna Hills,Orange,55,28,6
LAKERIDGE HIGH SCHOOL380573,LAKERIDGE HIGH SCHOOL,Lake Oswego,OR,27,18,5
LAKEWOOD HIGH SCHOOL51347,LAKEWOOD HIGH SCHOOL,Lakewood,Los Angeles,58,20,4
LANCASTER HIGH SCHOOL51412,LANCASTER HIGH SCHOOL,Lancaster,Los Angeles,35,10,5
LANCASTER MENNONITE SCHOOL392120,LANCASTER MENNONITE SCHOOL,Lancaster,PA,12,7,4
LAS LOMAS HIGH SCHOOL53680,LAS LOMAS HIGH SCHOOL,Walnut Creek,Contra Costa,93,41,5
LAUREL SPRINGS SCHOOL52256,LAUREL SPRINGS SCHOOL,Ojai,Ventura,22,8,3
LAWNDALE HIGH SCHOOL51431,LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,76,22,10
LEADERSHIP PUBLIC SCH HAYWARD51231,LEADERSHIP PUBLIC SCH HAYWARD,Hayward,Alameda,17,12,3
LEIGH HIGH SCHOOL53092,LEIGH HIGH SCHOOL,San Jose,Santa Clara,105,34,6
LELAND HIGH SCHOOL53091,LELAND HIGH SCHOOL,San Jose,Santa Clara,235,84,15
LEUZINGER HIGH SCHOOL51375,LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,64,26,8
LEXINGTON HIGH SCHOOL221190,LEXINGTON HIGH SCHOOL,Lexington,MA,66,44,3
LINCOLN HIGH SCHOOL54120,LINCOLN HIGH SCHOOL,San Diego,San Diego,66,11,7
LINFIELD CHRISTIAN SCHOOL51570,LINFIELD CHRISTIAN SCHOOL,Temecula,Riverside,31,12,3
LINSLY SCHOOL491410,LINSLY SCHOOL,Wheeling,WV,13,8,3
LIVERMORE HIGH SCHOOL51425,LIVERMORE HIGH SCHOOL,Livermore,Alameda,54,18,5
LONG BEACH POLYTECHNIC HS51480,LONG BEACH POLYTECHNIC HS,Long Beach,Los Angeles,167,42,4
LOS ALAMITOS HIGH SCHOOL51508,LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,148,44,3
LOS ALAMOS HIGH SCHOOL320405,LOS ALAMOS HIGH SCHOOL,Los Alamos,NM,29,10,3
LOS ALTOS HIGH SCHOOL51510,LOS ALTOS HIGH SCHOOL,Los Altos,Santa Clara,235,68,9
LOS AMIGOS HIGH SCHOOL50963,LOS AMIGOS HIGH SCHOOL,Fountain Valley,Orange,35,17,3
LOS GATOS HIGH SCHOOL51855,LOS GATOS HIGH SCHOOL,Los Gatos,Santa Clara,182,54,6
LOS OSOS HIGH SCHOOL52987,LOS OSOS HIGH SCHOOL,Rancho Cucamonga,San Bernardino,167,67,16
LOWELL HIGH SCHOOL52970,LOWELL HIGH SCHOOL,San Francisco,San Francisco,418,162,29
LUTHERAN HIGH SCHL ORANGE CNTY52269,LUTHERAN HIGH SCHL ORANGE CNTY,Orange,Orange,77,26,8
LYNBROOK HIGH SCHOOL53463,LYNBROOK HIGH SCHOOL,San Jose,Santa Clara,324,113,15
LYNWOOD HIGH SCHOOL51885,LYNWOOD HIGH SCHOOL,Lynwood,Los Angeles,57,21,3
MALIBU HIGH SCHOOL51896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,33,19,4
MAR VISTA HIGH SCHOOL51242,MAR VISTA HIGH SCHOOL,Imperial Beach,San Diego,42,19,6
MARANATHA CHRISTIAN SCHOOLS54056,MARANATHA CHRISTIAN SCHOOLS,San Diego,San Diego,21,8,3
MARCO ANTONIO FIREBAUGH HS52039,MARCO ANTONIO FIREBAUGH HS,Lynwood,Los Angeles,41,16,5
MARIA CARRILLO HIGH SCHOOL53386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,62,21,3
MARIANAPOLIS PREP SCHOOL70780,MARIANAPOLIS PREP SCHOOL,Thompson,CT,13,7,3
MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,156,57,20
MARTIN LUTHER KING HIGH SCHOOL52567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,105,36,11
MARY INSTITUTE AND SAINT LOUIS260655,MARY INSTITUTE AND SAINT LOUIS,Saint Louis,MO,18,14,4
MARY STAR OF THE SEA HIGH SCH53200,MARY STAR OF THE SEA HIGH SCH,San Pedro,Los Angeles,30,7,4
MATER DEI CATHOLIC HIGH SCHOOL51244,MATER DEI CATHOLIC HIGH SCHOOL,Chula Vista,San Diego,49,27,9
MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,144,44,10
MAYFAIR HIGH SCHOOL51348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,40,11,3
MENLO ATHERTON HIGH SCHOOL50170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,140,39,6
MERCYHURST PREPARATORY SCHOOL391295,MERCYHURST PREPARATORY SCHOOL,Erie,PA,10,7,3
MIDDLE COLLEGE HIGH SCHOOL53258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,27,18,7
MILLS HIGH SCHOOL51972,MILLS HIGH SCHOOL,Millbrae,San Mateo,103,22,3
MILPITAS HIGH SCHOOL51978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,185,43,8
MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,203,73,10
MIRA LOMA HIGH SCHOOL52723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,91,34,6
MIRA MESA HIGH SCHOOL52858,MIRA MESA HIGH SCHOOL,San Diego,San Diego,135,57,35
MIRAMONTE HIGH SCHOOL52282,MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,113,42,9
MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,67,34,11
MISSION EARLY COLLEGE HIGH SCH50358,MISSION EARLY COLLEGE HIGH SCH,Santa Clara,Santa Clara,8,5,3
MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,123,47,23
MISSION SAN JOSE HIGH SCHOOL50970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,374,141,49
MISSION SENIOR HIGH SCHOOL52980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,48,16,3
MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,75,19,4
MISSION VISTA HIGH SCHOOL54347,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,90,35,16
MONTA VISTA HIGH SCHOOL53466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,397,129,20
MONTCLAIR HIGH SCHOOL52018,MONTCLAIR HIGH SCHOOL,Montclair,San Bernardino,72,14,5
MONTE VISTA CHRISTIAN HS53705,MONTE VISTA CHRISTIAN HS,Watsonville,Santa Cruz,51,19,3
MONTE VISTA HIGH SCHOOL50727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,188,57,13
MONTE VISTA HIGH SCHOOL53416,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,28,10,6
MONTGOMERY HIGH SCHOOL51239,MONTGOMERY HIGH SCHOOL,San Diego,San Diego,68,29,20
MONTVERDE ACADEMY101185,MONTVERDE ACADEMY,Montverde,FL,21,8,5
MOORPARK HIGH SCHOOL52055,MOORPARK HIGH SCHOOL,Moorpark,Ventura,46,24,3
MOREAU CATHOLIC HIGH SCHOOL51156,MOREAU CATHOLIC HIGH SCHOOL,Hayward,Alameda,80,21,10
MORENO VALLEY HIGH SCHOOL53459,MORENO VALLEY HIGH SCHOOL,Moreno Valley,Riverside,88,25,7
MORSE HIGH SCHOOL52881,MORSE HIGH SCHOOL,San Diego,San Diego,61,27,18
MOUNT MIGUEL HIGH SCHOOL53417,MOUNT MIGUEL HIGH SCHOOL,Spring Valley,San Diego,32,10,4
MOUNTAIN EMPIRE HIGH SCHOOL50455,MOUNTAIN EMPIRE HIGH SCHOOL,Pine Valley,San Diego,14,7,3
MOUNTAIN HOUSE HIGH SCHOOL54813,MOUNTAIN HOUSE HIGH SCHOOL,Mountain House,San Joaquin,56,20,8
MOUNTAIN VIEW HIGH SCHOOL52075,MOUNTAIN VIEW HIGH SCHOOL,Mountain View,Santa Clara,169,54,5
MT CARMEL HIGH SCHOOL52862,MT CARMEL HIGH SCHOOL,San Diego,San Diego,101,33,19
MURRIETA MESA HIGH SCHOOL54357,MURRIETA MESA HIGH SCHOOL,Murrieta,Riverside,73,23,7
MURRIETA VALLEY HIGH SCHOOL52073,MURRIETA VALLEY HIGH SCHOOL,Murrieta,Riverside,76,23,13
NANJING FOREIGN LANGUAGE SCH694268,NANJING FOREIGN LANGUAGE SCH,,,140,44,5
NANJING JINLING HS HEXI CAMPUS694316,NANJING JINLING HS HEXI CAMPUS,,,25,6,3
NANJING NO 1 HIGH SCHOOL694485,NANJING NO 1 HIGH SCHOOL,,,22,7,4
NCPA-GUANGZHOU FOK YING TUNG694567,NCPA-GUANGZHOU FOK YING TUNG,,,56,12,5
NEW TRIER HIGH SCHOOL144430,NEW TRIER HIGH SCHOOL,Winnetka,IL,42,26,4
NEWARK MEMORIAL HIGH SCHOOL52114,NEWARK MEMORIAL HIGH SCHOOL,Newark,Alameda,59,12,4
NEWBURY PARK HIGH SCHOOL52117,NEWBURY PARK HIGH SCHOOL,Newbury Park,Ventura,106,42,13
NEWPORT HIGH SCHOOL480071,NEWPORT HIGH SCHOOL,Bellevue,WA,57,40,3
NIPOMO HIGH SCHOOL52211,NIPOMO HIGH SCHOOL,Nipomo,San Luis Obispo,9,5,3
NO 2 HS EAST CHINA NORMAL UNIV694248,NO 2 HS EAST CHINA NORMAL UNIV,,,39,13,3
NORTE VISTA SENIOR HIGH SCHOOL52664,NORTE VISTA SENIOR HIGH SCHOOL,Riverside,Riverside,75,18,6
NORTH HIGH SCHOOL53520,NORTH HIGH SCHOOL,Torrance,Los Angeles,64,21,7
NORTH HOLLYWOOD HIGH SCHOOL52145,NORTH HOLLYWOOD HIGH SCHOOL,North Hollywood,Los Angeles,104,42,7
NORTH SALINAS HIGH SCHOOL52746,NORTH SALINAS HIGH SCHOOL,Salinas,Monterey,35,11,4
NORTHGATE HIGH SCHOOL50666,NORTHGATE HIGH SCHOOL,Walnut Creek,Contra Costa,96,32,3
NORTHWOOD HIGH SCHOOL51283,NORTHWOOD HIGH SCHOOL,Irvine,Orange,257,80,16
NORWALK HIGH SCHOOL52167,NORWALK HIGH SCHOOL,Norwalk,Los Angeles,39,6,3
NOTRE DAME ACADEMY51730,NOTRE DAME ACADEMY,Los Angeles,Los Angeles,39,18,4
NOTRE DAME HIGH SCHOOL52663,NOTRE DAME HIGH SCHOOL,Riverside,Riverside,42,15,4
NOTRE DAME HIGH SCHOOL53095,NOTRE DAME HIGH SCHOOL,San Jose,Santa Clara,80,37,5
NOTRE DAME HIGH SCHOOL53370,NOTRE DAME HIGH SCHOOL,Sherman Oaks,Los Angeles,70,27,3
NOVATO HIGH SCHOOL52170,NOVATO HIGH SCHOOL,Novato,Marin,55,22,3
OAK PARK HIGH SCHOOL50006,OAK PARK HIGH SCHOOL,Oak Park,Ventura,117,46,11
OAK RIDGE HIGH SCHOOL50818,OAK RIDGE HIGH SCHOOL,El Dorado Hills,El Dorado,110,44,12
OAKLAND CHARTER HIGH SCHOOL54303,OAKLAND CHARTER HIGH SCHOOL,Oakland,Alameda,30,12,3
OAKLAND TECHNICAL HIGH SCHOOL52240,OAKLAND TECHNICAL HIGH SCHOOL,Oakland,Alameda,145,33,8
OCEANSIDE HIGH SCHOOL52249,OCEANSIDE HIGH SCHOOL,Oceanside,San Diego,43,14,6
OFARRELL CHARTER SCHOOL54629,OFARRELL CHARTER SCHOOL,San Diego,San Diego,40,21,10
OLYMPIAN HIGH SCHOOL54072,OLYMPIAN HIGH SCHOOL,Chula Vista,San Diego,155,64,32
ORANGE GLEN HIGH SCHOOL50873,ORANGE GLEN HIGH SCHOOL,Escondido,San Diego,70,21,3
ORANGE VISTA HIGH SCHOOL50038,ORANGE VISTA HIGH SCHOOL,Perris,Riverside,96,14,4
ORCUTT ACADEMY HIGH SCHOOL54287,ORCUTT ACADEMY HIGH SCHOOL,Orcutt,Santa Barbara,15,5,3
OTAY RANCH HIGH SCHOOL50602,OTAY RANCH HIGH SCHOOL,Chula Vista,San Diego,120,40,20
OTHER CALIF INSTITUTION989340,OTHER CALIF INSTITUTION,Unknown,Unknown,81,23,3
OXFORD ACADEMY50776,OXFORD ACADEMY,Cypress,Orange,110,40,3
OXNARD HIGH SCHOOL52305,OXNARD HIGH SCHOOL,Oxnard,Ventura,65,32,6
PACIFICA HIGH SCHOOL52379,PACIFICA HIGH SCHOOL,Oxnard,Ventura,42,15,4
PAJARO VALLEY HS54045,PAJARO VALLEY HS,Watsonville,Santa Cruz,14,10,3
PALISADES CHARTER HIGH SCHOOL52327,PALISADES CHARTER HIGH SCHOOL,Pacific Palisade,Los Angeles,227,90,12
PALM DESERT HIGH SCHOOL52319,PALM DESERT HIGH SCHOOL,Palm Desert,Riverside,46,12,6
PALM SPRINGS HIGH SCHOOL52320,PALM SPRINGS HIGH SCHOOL,Palm Springs,Riverside,50,10,4
PALO ALTO SENIOR HIGH SCHOOL52350,PALO ALTO SENIOR HIGH SCHOOL,Palo Alto,Santa Clara,251,73,7
PALOMA VALLEY HIGH SCHOOL51907,PALOMA VALLEY HIGH SCHOOL,Menifee,Riverside,84,26,14
PALOS VERDES HIGH SCHOOL52358,PALOS VERDES HIGH SCHOOL,Palos Verdes Estate,Los Angeles,122,47,4
PALOS VERDES PENINSULA HS52683,PALOS VERDES PENINSULA HS,Rolling Hills Estat,Los Angeles,246,88,10
PARAMOUNT HIGH SCHOOL52365,PARAMOUNT HIGH SCHOOL,Paramount,Los Angeles,116,27,7
PASADENA HIGH SCHOOL52401,PASADENA HIGH SCHOOL,Pasadena,Los Angeles,71,29,5
PATRICK HENRY HIGH SCHOOL52867,PATRICK HENRY HIGH SCHOOL,San Diego,San Diego,127,42,20
PELHAM MEMORIAL HIGH SCHOOL334470,PELHAM MEMORIAL HIGH SCHOOL,Pelham,NY,7,6,3
PERRIS HIGH52440,PERRIS HIGH,Perris,Riverside,43,13,3
PETALUMA HIGH SCHOOL52460,PETALUMA HIGH SCHOOL,Petaluma,Sonoma,26,5,3
PIEDMONT HIGH SCHOOL52462,PIEDMONT HIGH SCHOOL,Piedmont,Alameda,86,30,3
PIEDMONT HILLS HIGH SCHOOL51976,PIEDMONT HILLS HIGH SCHOOL,San Jose,Santa Clara,142,49,8
PIONEER HIGH SCHOOL53096,PIONEER HIGH SCHOOL,San Jose,Santa Clara,105,30,8
